Date,Merchant,Category,Account,Original Statement,Notes,Amount,Tags,Owner
2023-12-01,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-37.56,,Shared
2023-11-30,YouTube,Entertainment & Recreation,CREDIT CARD (...6714),GOOGLE *YouTubePremium,,-22.99,,Shared
2023-11-30,Postmates,Restaurants & Bars,CREDIT CARD (...6714),UBR POSTMATES,,-22.52,,Shared
2023-11-30,Otf Koreatown,Fitness,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-149.00,,Shared
2023-11-30,Maguro Bros Hawaii Waiki,Shopping,CREDIT CARD (...6714),MAGURO BROS HAWAII (WAIKI,,-36.91,,Shared
2023-11-30,Local Motion,Clothing,CREDIT CARD (...6714),FSP*LOCAL MOTION # 18,,-27.33,,Shared
2023-11-30,Enterprise,Travel & Vacation,CREDIT CARD (...6714),ENTERPRISE RENT-A-CAR,,-375.84,,Shared
2023-11-29,Play Bar Nightclub,Entertainment & Recreation,CREDIT CARD (...6714),TST* PLAY BAR NIGHTCLUB,,-61.00,,Shared
2023-11-29,Lin's Hawaiian Snacks,Restaurants & Bars,CREDIT CARD (...6714),LINS HAWAIIAN SNACKS,,-73.30,,Shared
2023-11-29,Honolulu Cookie Company,Restaurants & Bars,CREDIT CARD (...6714),SQ *HONOLULU COOKIE COMPA,,-34.40,,Shared
2023-11-29,Geico,Insurance,CREDIT CARD (...6714),GEICO  *AUTO,,-453.79,,Shared
2023-11-29,Fancy Fresh Food,Groceries,CREDIT CARD (...6714),FANCY FRESH FOOD,,-8.60,,Shared
2023-11-29,District Parking,Parking & Tolls,CREDIT CARD (...6714),DISTRICT PARKING SVC,,-7.50,,Shared
2023-11-29,Delta Airlines,Travel & Vacation,CREDIT CARD (...6714),DELTA AIR   Baggage Fee,,-30.00,,Shared
2023-11-29,Foodland,Groceries,CREDIT CARD (...6714),ALA MOANA FOODLAND #11,,-46.07,,Shared
2023-11-28,Play Bar Nightclub,Entertainment & Recreation,CREDIT CARD (...6714),TST* PLAY BAR NIGHTCLUB,,-77.65,,Shared
2023-11-28,Paia Fish Market,Restaurants & Bars,CREDIT CARD (...6714),TST* PAIA FISH MARKET - W,,-40.46,,Shared
2023-11-28,Lauralombardi,Restaurants & Bars,CREDIT CARD (...6714),SP LAURALOMBARDI,,-131.60,,Shared
2023-11-28,Musubi Cafe Iyasume,Restaurants & Bars,CREDIT CARD (...6714),MUSUBI CAFE IYASUME,,-9.28,,Shared
2023-11-28,Kith Hawaii,Clothing,CREDIT CARD (...6714),KITH HAWAII,,-138.99,,Shared
2023-11-28,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-4.99,,Shared
2023-11-28,Aloh Cafe,Restaurants & Bars,CREDIT CARD (...6714),SQ *ALOH CAFE,,-31.20,,Shared
2023-11-28,Aloh Cafe,Coffee Shops,CREDIT CARD (...6714),SQ *ALOH CAFE,,-9.80,,Shared
2023-11-28,ABC Stores,Gifts,CREDIT CARD (...6714),ABC #21 HAWAII,,-3.45,,Shared
2023-11-28,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),Uber Trip help.uber.com CA,,-14.41,,Shared
2023-11-27,American Express,Credit Card Payment,CHASE SAVINGS (...3060),AMERICAN EXPRESS ACH PMT A1492 WEB ID: 9493560001,,-40.00,,Shared
2023-11-27,Sisters European,Coffee Shops,CREDIT CARD (...6714),SISTERS EUROPEAN CAFE  IN,,-7.19,,Shared
2023-11-27,Pike Place Market,Parking & Tolls,CREDIT CARD (...6714),PIKE PLACE MARKET PARKING,,-24.00,,Shared
2023-11-27,Inns & Hotels,Travel & Vacation,CREDIT CARD (...6714),HOTEL WAYFINDER,,-1298.52,,Shared
2023-11-27,Adela's Country Eatery,Restaurants & Bars,CREDIT CARD (...6714),ADELAS COUNTRY EATERY,,-7.52,,Shared
2023-11-27,Fidelity,Transfer,Primary Checking (...3910),FID BKG SVC LLC MONEYLINE PPD ID: 0368004600,,-100.00,,Shared
2023-11-26,Target,Shopping,CREDIT CARD (...6714),TARGET        00027862,,-33.08,,Shared
2023-11-26,The New Stand St,Restaurants & Bars,CREDIT CARD (...6714),THE NEW STAND ST2889,,-7.92,,Shared
2023-11-26,Seattle Great Wheel,Fitness,CREDIT CARD (...6714),SEATTLE GREAT WHEEL,,-93.36,,Shared
2023-11-26,Fishermans Restaurant,Restaurants & Bars,CREDIT CARD (...6714),FISHERMANS RESTAURANT,,-31.25,,Shared
2023-11-26,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),UBER POSTMATES HTTPS://HELP.UBER.COCA,,-13.00,,Shared
2023-11-25,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),UBER POSTMATES HTTPS://HELP.UBER.COCA,,-19.57,,Shared
2023-11-25,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),AUTOPAY PAYMENT - THANK YOU,,40.00,,Shared
2023-11-24,Lyft,Taxi & Ride Shares,CREDIT CARD (...6714),LYFT   *1 RIDE 11-22,,-71.99,,Shared
2023-11-24,Lax Airp Homeboy Cafe,Restaurants & Bars,CREDIT CARD (...6714),LAX AIRP HOMEBOY CAFE T3,,-23.54,,Shared
2023-11-24,Cox Communications,Internet & Cable,Primary Checking (...3910),COX COMM SAN BANK DRAFT PPD ID: 1581620078,,-99.99,,Shared
2023-11-24,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 024794LOS ANGELES CA,,-31.43,,Shared
2023-11-23,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   TRIP,,-4.49,,Shared
2023-11-23,Otf Koreatown,Fitness,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-22.00,,Shared
2023-11-23,Otf Koreatown,Fitness,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-22.00,,Shared
2023-11-23,Kura Revolving Sushi,Restaurants & Bars,CREDIT CARD (...6714),SQ *KURA REVOLVING SUSHI,,-295.91,,Shared
2023-11-23,Chatgpt Subscription,Miscellaneous,CREDIT CARD (...6714),CHATGPT SUBSCRIPTION,,-20.00,,Shared
2023-11-23,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),UBER POSTMATES HTTPS://HELP.UBER.COCA,,-20.41,,Shared
2023-11-22,Zara,Clothing,CREDIT CARD (...6714),ZARA USA 3985,,-251.52,,Shared
2023-11-22,Rite Aid,Medical,CREDIT CARD (...6714),RITE AID 05424,,-26.81,,Shared
2023-11-22,Delta Airlines,Travel & Vacation,CREDIT CARD (...6714),DELTA AIR   Baggage Fee,,-30.00,,Shared
2023-11-22,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-3.99,,Shared
2023-11-22,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-28.78,,Shared
2023-11-22,LADOT Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LADOT METER PARKING LOS ANGELES CA,,-0.50,,Shared
2023-11-21,Amazon,Shopping,CREDIT CARD (...6714),AMZN Mktp US,,10.94,,Shared
2023-11-21,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-40.36,,Shared
2023-11-21,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),UBER POSTMATES HTTPS://HELP.UBER.COCA,,-22.16,,Shared
2023-11-20,Target,Shopping,CREDIT CARD (...6714),TARGET        00033597,,-14.18,,Shared
2023-11-20,Wealthfront,Transfer,Primary Checking (...3910),Wealthfront EDI PYMNTS B7EF9F330DBA45 WEB ID: 4271967207,,-1000.00,,Shared
2023-11-20,Wealthfront,Transfer,Primary Checking (...3910),Wealthfront EDI PYMNTS 12CB8F4C723A4B WEB ID: 4271967207,,-1000.00,,Shared
2023-11-20,Check #368,Transfer,Primary Checking (...3910),CHECK # 368,,-2475.00,,Shared
2023-11-19,Uber Eats,Restaurants & Bars,CREDIT CARD (...6714),UBER   EATS,,-14.80,,Shared
2023-11-19,Uber Eats,Restaurants & Bars,CREDIT CARD (...6714),UBER   EATS,,-6.95,,Shared
2023-11-19,Target,Shopping,CREDIT CARD (...6714),TARGET        00033597,,-37.13,,Shared
2023-11-19,Nike,Shopping,CREDIT CARD (...6714),NIKE INC,,-123.71,,Shared
2023-11-19,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH NOBLETEA,,-24.19,,Shared
2023-11-19,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH MAURYSBAG,,-29.40,,Shared
2023-11-19,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-7.38,,Shared
2023-11-19,Brio Water Inc,Restaurants & Bars,Blue Cash Preferred® (...4000),BRIO WATER INC 00000LOS ANGELES CA,,-3.20,,Shared
2023-11-18,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 027755LOS ANGELES CA,,-247.52,,Shared
2023-11-17,Amazon,Shopping,CREDIT CARD (...6714),AMZN Mktp US*VH7511503,,-10.94,,Shared
2023-11-17,The Black Direct Deposit,Paychecks,Primary Checking (...3910),129008 THE BLACK DIR DEP PPD ID: 2364227403,,3678.75,,Shared
2023-11-16,Interest Payment,Interest,CHASE SAVINGS (...3959),INTEREST PAYMENT,,0.05,,Shared
2023-11-16,Google Drive,Miscellaneous,CREDIT CARD (...6714),GOOGLE *Google Storage,,-1.99,,Shared
2023-11-16,Github,Miscellaneous,CREDIT CARD (...6714),"GITHUB, INC.",,-4.00,,Shared
2023-11-15,Online Transfer to Checking 7915,Transfer,CHASE SAVINGS (...3959),Online Transfer to CHK ...7915 transaction#: 19014769193 11/15,,-100.00,,Shared
2023-11-15,Trader Joe's,Groceries,CREDIT CARD (...6714),TRADER JOE S #031,,-25.26,,Shared
2023-11-15,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 19014336852,,1235.00,,Shared
2023-11-15,Interest Payment,Interest,High Yield Savings Account (...9020),Interest Payment,,0.15,,Shared
2023-11-14,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH NOBLETEA,,-27.53,,Shared
2023-11-14,Navy Federal Credit Union,Credit Card Payment,Primary Checking (...3910),NFCU ACH PAYMENT 222700222000002 WEB ID: 9000000024,,-1005.81,,Shared
2023-11-14,Island Pacific Supersanta,Groceries,Blue Cash Preferred® (...4000),ISLAND PACIFIC SUPERSANTA CLARITA CA,,-22.35,,Shared
2023-11-13,Tesla ,Gas,CREDIT CARD (...6714),Tesla Inc Supercharger,,-20.14,,Shared
2023-11-13,Nike,Shopping,CREDIT CARD (...6714),Nike.com,,-158.78,,Shared
2023-11-13,Amazon,Shopping,CREDIT CARD (...6714),AMZN Mktp US*397PM8X53,,-39.41,,Shared
2023-11-13,Wealthfront,Transfer,Primary Checking (...3910),Wealthfront EDI PYMNTS 1FB3C5C14C5946 WEB ID: 4271967207,,-1000.00,,Shared
2023-11-13,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-34.45,,Shared
2023-11-13,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-95.38,,Shared
2023-11-12,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH NONGLA,,-37.01,,Shared
2023-11-12,Amazon,Shopping,CREDIT CARD (...6714),AMZN Mktp US*OG9EB2HS3,,-19.69,,Shared
2023-11-12,Cookbook Larclos,Restaurants & Bars,Blue Cash Preferred® (...4000),TST* COOKBOOK - LARCLOS ANGELES CA,,-11.48,,Shared
2023-11-11,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-38.74,,Shared
2023-11-10,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   TRIP,,-29.98,,Shared
2023-11-10,Sua Superette,Groceries,CREDIT CARD (...6714),Sua Superette,,-66.11,,Shared
2023-11-10,Optimum,Internet & Cable,CREDIT CARD (...6714),SQ *OPTIMUM ELECTRICAL IN,,-99.00,,Shared
2023-11-10,Groundwork Cofflos,Coffee Shops,Blue Cash Preferred® (...4000),TST* GROUNDWORK COFFLOS ANGELES CA,,-16.10,,Shared
2023-11-10,LADOT Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LADOT METER PARKING LOS ANGELES CA,,-2.00,,Shared
2023-11-10,Interest Charge,Financial Fees,Blue Cash Preferred® (...4000),Interest Charge on Promotional Balances,,-6.86,,Shared
2023-11-09,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   TRIP,,-35.90,,Shared
2023-11-09,HP Instant Ink,Electronics,CREDIT CARD (...6714),HP *INSTANT INK,,-1.08,,Shared
2023-11-09,Amazon,Shopping,CREDIT CARD (...6714),AMZN Mktp US*OS8DU83C3,,-81.75,,Shared
2023-11-09,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-50.03,,Shared
2023-11-08,Target,Shopping,CREDIT CARD (...6714),TARGET        00024794,,-26.48,,Shared
2023-11-08,Nintendo,Entertainment & Recreation,CREDIT CARD (...6714),Nintendo CD1085599458,,-19.99,,Shared
2023-11-08,Amazon,Shopping,CREDIT CARD (...6714),AMZN Mktp US*325XP7YO3,,-30.70,,Shared
2023-11-08,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-0.99,,Shared
2023-11-08,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 18954995401,,1252.00,,Shared
2023-11-08,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE MOBILE PMT 3SNMU5H1EEVDHK0 WEB ID: 9279744380,,-743.12,,Shared
2023-11-07,Postmates,Restaurants & Bars,CREDIT CARD (...6714),UBR POSTMATES,,-25.56,,Shared
2023-11-07,Payment,Credit Card Payment,CREDIT CARD (...6714),Payment Thank You-Mobile,,2426.34,,Shared
2023-11-07,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH PHOCAFE,,-32.78,,Shared
2023-11-07,US Department of Education,Student Loans,Primary Checking (...3910),DEPT EDUCATION STUDENT LN PPD ID: 9102001001,,-204.75,,Shared
2023-11-07,Chase,Credit Card Payment,Primary Checking (...3910),CHASE CREDIT CRD EPAY ONUS 7086102016 WEB ID: 5760039224,,-2426.34,,Shared
2023-11-07,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT M0994 WEB ID: 2005032111,,-1301.97,,Shared
2023-11-07,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT M0834 WEB ID: 2005032111,,-1252.72,,Shared
2023-11-07,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS GROCERY LOS ANGELES CA,,-75.00,,Shared
2023-11-07,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),MOBILE PAYMENT - THANK YOU,,1252.72,,Shared
2023-11-07,Fresh Living Water Mlos,Restaurants & Bars,Blue Cash Preferred® (...4000),FRESH LIVING WATER MLOS ANGELES CA,,-4.85,,Shared
2023-11-06,Tesla ,Gas,CREDIT CARD (...6714),Tesla Inc Supercharger,,-30.24,,Shared
2023-11-06,Venmo,Transfer,Primary Checking (...3910),VENMO CASHOUT PPD ID: 5264681992,,1175.51,,Shared
2023-11-06,Reversal,Transfer,Primary Checking (...3910),REVERSAL,,137.61,,Shared
2023-11-06,Real Time Payment Credit,Transfer,Primary Checking (...3910),REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-071923909 FROM: BNF-Paylocity Offset REF: ALV0719239027776 INFO: TEXT-RmtInf-071923902777616 IID: 20231104042000314P1BOPFX00935950083 RECD: 13:46:46 TRN: 0055630308GD,,3864.87,,Shared
2023-11-05,Tesla ,Gas,CREDIT CARD (...6714),Tesla Inc Supercharger,,-23.37,,Shared
2023-11-05,Spectrum,Internet & Cable,CREDIT CARD (...6714),Spectrum,,-99.99,,Shared
2023-11-05,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH BENTONOOD,,-36.47,,Shared
2023-11-05,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH BENTONOOD,,-24.85,,Shared
2023-11-05,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH BBQ+RICEK,,-14.64,,Shared
2023-11-05,AutoZone,Auto Maintenance,CREDIT CARD (...6714),AUTOZONE #5644,,-14.13,,Shared
2023-11-03,Tesla ,Gas,CREDIT CARD (...6714),Tesla Inc Supercharger,,-13.53,,Shared
2023-11-03,LA Fitness,Fitness,CREDIT CARD (...6714),LA FITNESS,,-34.99,,Shared
2023-11-03,Cookbook Larclos,Restaurants & Bars,Blue Cash Preferred® (...4000),TST* COOKBOOK - LARCLOS ANGELES CA,,-21.50,,Shared
2023-11-02,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH NOBLETEA,,-27.48,,Shared
2023-11-02,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1030362548359 WEB ID: 3264681992,,-19.00,,Shared
2023-11-02,Osi Zujyboq Syf Payment Web,Transfer,Primary Checking (...3910),LND Osi ZujyBOQ SYF PAYMNT 219934347954147 WEB ID: 9037932809,,-137.61,,Shared
2023-11-02,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE CRCARDPMT 3SMCKUHMM134R34 WEB ID: 9541719318,,-41.00,,Shared
2023-11-01,Tesla ,Gas,CREDIT CARD (...6714),Tesla Inc Supercharger,,-12.96,,Shared
2023-11-01,Target,Shopping,CREDIT CARD (...6714),TARGET        00033597,,-38.83,,Shared
2023-11-01,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 18882875371,,1543.80,,Shared
2023-10-31,Otf Koreatown,Fitness,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-149.00,,Shared
2023-10-31,Groundwork Cofflos,Coffee Shops,Blue Cash Preferred® (...4000),TST* GROUNDWORK COFFLOS ANGELES CA,,-17.49,,Shared
2023-10-30,YouTube,Entertainment & Recreation,CREDIT CARD (...6714),GOOGLE *YouTubePremium,,-22.99,,Shared
2023-10-30,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS GROCERY SHERMAN OAKS CA,,-2.84,,Shared
2023-10-29,Geico,Insurance,CREDIT CARD (...6714),GEICO  *AUTO,,-453.79,,Shared
2023-10-29,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH SUSHISTOP,,-27.26,,Shared
2023-10-29,Trader Joe's,Groceries,Blue Cash Preferred® (...4000),TRADER JOE S #031 00LOS ANGELES CA,,-32.55,,Shared
2023-10-29,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-59.40,,Shared
2023-10-29,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-32.44,,Shared
2023-10-28,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-39.93,,Shared
2023-10-28,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),UBER POSTMATES HTTPS://HELP.UBER.COCA,,-4.00,,Shared
2023-10-28,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),UBER POSTMATES HTTPS://HELP.UBER.COCA,,-3.00,,Shared
2023-10-28,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),UBER POSTMATES HTTPS://HELP.UBER.COCA,,0.62,,Shared
2023-10-28,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON MARKETPLACE NAMZN.COM/BILL WA,,-53.03,,Shared
2023-10-27,Airbnb,Travel & Vacation,CREDIT CARD (...6714),AIRBNB  HM2ETTEYXH,,-1341.62,,Shared
2023-10-27,Fidelity,Transfer,Primary Checking (...3910),FID BKG SVC LLC MONEYLINE PPD ID: 0368004600,,-100.00,,Shared
2023-10-27,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),UBER POSTMATES HTTPS://HELP.UBER.COCA,,-0.62,,Shared
2023-10-26,American Express,Credit Card Payment,CHASE SAVINGS (...3060),AMERICAN EXPRESS ACH PMT A5378 WEB ID: 9493560001,,-40.00,,Shared
2023-10-26,Tesla ,Gas,CREDIT CARD (...6714),Tesla Inc Supercharger,,-24.91,,Shared
2023-10-26,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),AUTOPAY PAYMENT - THANK YOU,,40.00,,Shared
2023-10-25,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-4.99,,Shared
2023-10-25,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1030197993270 WEB ID: 3264681992,,-35.00,,Shared
2023-10-24,Payment,Credit Card Payment,CREDIT CARD (...6714),Payment Thank You-Mobile,,2122.81,,Shared
2023-10-24,Chase,Credit Card Payment,Primary Checking (...3910),Payment to Chase card ending in 6714 10/24,,-2122.81,,Shared
2023-10-24,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-37.51,,Shared
2023-10-23,Evercharge,Transfer,CREDIT CARD (...6714),EVERCHARGE,,-5.31,,Shared
2023-10-23,Chatgpt Subscription,Miscellaneous,CREDIT CARD (...6714),CHATGPT SUBSCRIPTION,,-20.00,,Shared
2023-10-23,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-4.99,,Shared
2023-10-23,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 18803714516,,1000.00,,Shared
2023-10-23,Cox Communications,Internet & Cable,Primary Checking (...3910),COX COMM SAN BANK DRAFT PPD ID: 1581620078,,-99.99,,Shared
2023-10-23,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE MOBILE PMT 3SJU326N94N10RK WEB ID: 9279744380,,-1999.25,,Shared
2023-10-23,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-44.43,,Shared
2023-10-23,LAZ Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LAZ PARKING 970162-SLOS ANGELES CA,,-15.00,,Shared
2023-10-23,H Mart,Groceries,Blue Cash Preferred® (...4000),H MART LSA LOS ANGELES CA,,-36.92,,Shared
2023-10-23,Fresh Living Water Mlos,Restaurants & Bars,Blue Cash Preferred® (...4000),FRESH LIVING WATER MLOS ANGELES CA,,-6.85,,Shared
2023-10-22,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH MAGPIESSO,,-19.44,,Shared
2023-10-22,Larchmont Village Wilos,Rent,Blue Cash Preferred® (...4000),LARCHMONT VILLAGE WILOS ANGELES CA,,-59.57,,Shared
2023-10-21,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-55.07,,Shared
2023-10-21,Pasta Sisters,Restaurants & Bars,Blue Cash Preferred® (...4000),TST* PASTA SISTERS -LOS ANGELES CA,,-14.18,,Shared
2023-10-21,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-82.18,,Shared
2023-10-21,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-14.49,,Shared
2023-10-20,Tesla ,Gas,CREDIT CARD (...6714),Tesla Inc Supercharger,,-12.09,,Shared
2023-10-20,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH BOBATIME,,-14.49,,Shared
2023-10-20,Auto Detailing Supplies,Auto Maintenance,CREDIT CARD (...6714),"AUTO DETAILING SUPPLIES,",,-62.74,,Shared
2023-10-20,Auto Detailing Supplies,Auto Maintenance,CREDIT CARD (...6714),"AUTO DETAILING SUPPLIES,",,-48.28,,Shared
2023-10-20,Check #367,Transfer,Primary Checking (...3910),CHECK # 367,,-2475.00,,Shared
2023-10-20,The Black Direct Deposit,Paychecks,Primary Checking (...3910),129008 THE BLACK DIR DEP PPD ID: 2364227403,,3684.87,,Shared
2023-10-20,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON MARKETPLACE NAMZN.COM/BILL WA,,-17.51,,Shared
2023-10-19,Shine,Auto Maintenance,CREDIT CARD (...6714),SP GT SHINE,,-30.95,,Shared
2023-10-19,Keeps.com,Medical,CREDIT CARD (...6714),KEEPS.COM,,-95.00,,Shared
2023-10-19,Wealthfront,Transfer,Primary Checking (...3910),REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-121000248 FROM: BNF-WEALTHFRONT REF: 62a75ba9363e456c INFO: TEXT- IID: 20231019121000248P1BZWFA17172411382 RECD: 16:05:13 TRN: 0061770292GB,,2000.00,,Shared
2023-10-19,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-7.60,,Shared
2023-10-18,Interest Payment,Interest,CHASE SAVINGS (...3959),INTEREST PAYMENT,,0.05,,Shared
2023-10-18,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-39.99,,Shared
2023-10-16,Google Drive,Miscellaneous,CREDIT CARD (...6714),GOOGLE *Google Storage,,-1.99,,Shared
2023-10-16,Github,Miscellaneous,CREDIT CARD (...6714),"GITHUB, INC.",,-4.00,,Shared
2023-10-16,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH BBQ+RICEK,,-29.31,,Shared
2023-10-16,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1029981345510 WEB ID: 3264681992,,-166.42,,Shared
2023-10-16,Navy Federal Credit Union,Credit Card Payment,Primary Checking (...3910),NFCU ACH PAYMENT 220220260000002 WEB ID: 9000000024,,-1005.81,,Shared
2023-10-16,Brea Web,Restaurants & Bars,Primary Checking (...3910),EAZE LA BREA PURCHASE 000000002668497 WEB ID: 3474937826,,-93.64,,Shared
2023-10-16,Ralphs,Groceries,Blue Cash Preferred® (...4000),AplPay RALPHS LOS ANGELES CA,,-103.87,,Shared
2023-10-15,Tesla ,Gas,CREDIT CARD (...6714),Tesla Inc Supercharger,,-12.16,,Shared
2023-10-15,Target,Shopping,CREDIT CARD (...6714),TARGET        00033597,,-8.98,,Shared
2023-10-15,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH POPEYESLO,,-34.87,,Shared
2023-10-15,Larchmont Village Wilos,Restaurants & Bars,Blue Cash Preferred® (...4000),LARCHMONT VILLAGE WILOS ANGELES CA,,-33.43,,Shared
2023-10-15,Interest Payment,Interest,High Yield Savings Account (...9020),Interest Payment,,0.15,,Shared
2023-10-14,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-5.99,,Shared
2023-10-13,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 18713129311,,1235.00,,Shared
2023-10-12,Amazon,Shopping,CREDIT CARD (...6714),Amazon.com*TE0JM10U1,,-49.25,,Shared
2023-10-12,Amazon,Shopping,CREDIT CARD (...6714),AMZN Mktp US*TE2IE5GU1,,-54.74,,Shared
2023-10-12,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-18.06,,Shared
2023-10-11,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD DOORDASH MENDOCINO,,-31.43,,Shared
2023-10-11,Robinhood,Transfer,Primary Checking (...3910),ROBINHOOD DEBITS 913931895 WEB ID: 5326394001,,-500.00,,Shared
2023-10-11,Robinhood,Transfer,Primary Checking (...3910),ROBINHOOD DEBITS 913931895 WEB ID: 5326394001,,-500.00,,Shared
2023-10-11,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-20.66,,Shared
